File Name,Net Site EUI (kWh/m2),Net Site Energy (kWh),Net Source EUI (kWh/m2),Net Source Energy (kWh)
CZ14/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-17.8-SEER2-8.1-HSPF2/instance-out.sql,34.56,26584.46,71.79,55216.64
CZ14/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-18.7-SEER2-8.5-HSPF2/instance-out.sql,34.53,26555.28,71.67,55124.21
CZ14/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-19.6-SEER2-8.9-HSPF2/instance-out.sql,34.50,26531.21,71.57,55048.00
CZ14/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,43.99,39197.55,104.04,92714.48
CZ14/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-16.0-SEER2-8.0-HSPF2/instance-out.sql,42.69,38042.51,99.94,89056.35
CZ14/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-17.8-SEER2-8.1-HSPF2/instance-out.sql,42.57,37937.00,99.56,88722.19
CZ14/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-18.7-SEER2-8.5-HSPF2/instance-out.sql,42.49,37860.19,99.29,88478.93
CZ14/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-19.6-SEER2-8.9-HSPF2/instance-out.sql,42.41,37796.72,99.06,88277.94
CZ15/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,36.66,28196.60,79.79,61366.10
CZ15/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-16.0-SEER2-8.0-HSPF2/instance-out.sql,35.36,27198.69,75.68,58205.96
CZ15/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-17.8-SEER2-8.1-HSPF2/instance-out.sql,35.18,27054.87,75.09,57750.46
CZ15/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-18.7-SEER2-8.5-HSPF2/instance-out.sql,35.11,27000.46,74.86,57578.16
CZ15/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-19.6-SEER2-8.9-HSPF2/instance-out.sql,35.05,26954.84,74.67,57433.69
CZ15/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,47.59,42406.93,116.62,103921.33
CZ15/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-16.0-SEER2-8.0-HSPF2/instance-out.sql,44.92,40032.82,108.18,96402.54
CZ15/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-17.8-SEER2-8.1-HSPF2/instance-out.sql,44.54,39688.75,106.96,95312.88
CZ15/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-18.7-SEER2-8.5-HSPF2/instance-out.sql,44.39,39557.02,106.49,94895.70
CZ15/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-19.6-SEER2-8.9-HSPF2/instance-out.sql,44.27,39446.41,106.10,94545.38
CZ16/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,33.52,25779.33,67.29,51754.29
CZ16/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-16.0-SEER2-8.0-HSPF2/instance-out.sql,33.30,25611.88,66.60,51223.51
